0	2428
1	339
2	317
3	499
4	626
5	927
6	935
7	1161
8	1054
9	1205
10	1587
11	1650
12	1539
13	1832
14	2208
15	2690
16	3750
17	5199
18	6846
19	10349
20	12792
21	24122
22	21427
23	27477
24	32900
25	27343
26	29987
27	15727
28	15423
29	14109
30	11433
31	7782
32	7435
33	6796
34	6387
35	6133
36	4779
37	4264
38	3561
39	4059
40	3984
41	2918
42	2668
43	2829
44	2629
45	2178
46	1960
47	1968
48	1924
49	1862
50	1776
51	1564
52	1592
53	1591
54	1527
55	1324
56	1171
57	1218
58	1088
59	934
60	816
61	742
62	740
63	642
64	526
65	534
66	533
67	564
68	461
69	445
70	476
71	335
72	348
73	243
74	229
75	229
76	209
77	227
78	325
79	209
80	343
81	234
82	220
83	199
84	172
85	153
86	402
87	158
88	259
89	326
90	812
91	97
92	303
93	99
94	112
95	88
96	91
97	78
98	72
99	3393
100	706
101	180
102	68
103	83
104	69
105	52
106	58
107	90
108	59
109	71
110	62
111	71
112	81
113	57
114	69
115	54
116	59
117	76
118	72
119	76
120	90
121	61
122	81
123	80
124	84
125	65
126	61
127	87
128	70
129	87
130	74
131	69
132	63
133	89
134	86
135	80
136	51
137	98
138	51
139	77
140	68
141	78
142	69
143	98
144	75
145	69
146	70
147	63
148	72
149	82
150	56
151	55
152	58
153	77
154	63
155	56
156	52
157	52
158	51
159	83
160	49
161	52
162	69
163	55
164	48
165	38
166	51
167	40
168	48
169	49
170	37
171	48
172	41
173	51
174	30
175	39
176	40
177	40
178	37
179	31
180	46
181	36
182	26
183	37
184	56
185	31
186	31
187	36
188	38
189	35
190	26
191	46
192	46
193	42
194	30
195	46
196	41
197	40
198	33
199	35
200	43
201	43
202	35
203	34
204	31
205	19
206	21
207	15
208	11
209	9
210	11
211	4
212	12
213	10
214	8
215	9
216	5
217	3
218	7
219	4
220	3
221	8
222	3
223	1
224	5
225	3
226	1
227	3
228	3
229	2
230	1
231	1
232	0
233	2
234	1
235	1
236	0
237	0
238	2
239	0
240	1
241	0
242	0
243	0
244	0
245	0
246	0
247	0
248	0
249	0
250	0
251	0
252	0
253	0
254	1
255	0
