0	768
1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	0
15	0
16	0
17	0
18	0
19	0
20	2
21	0
22	0
23	0
24	0
25	0
26	2
27	1
28	3
29	13
30	18
31	11
32	54
33	101
34	124
35	42
36	103
37	111
38	97
39	246
40	221
41	136
42	117
43	167
44	194
45	129
46	134
47	134
48	181
49	261
50	187
51	221
52	286
53	400
54	285
55	512
56	280
57	605
58	797
59	424
60	431
61	722
62	276
63	799
64	764
65	324
66	579
67	556
68	584
69	525
70	587
71	309
72	618
73	695
74	367
75	524
76	502
77	464
78	757
79	584
80	425
81	777
82	416
83	952
84	854
85	446
86	782
87	605
88	988
89	819
90	623
91	596
92	860
93	921
94	663
95	815
96	539
97	1347
98	1042
99	3434
100	1498
101	661
102	854
103	1153
104	720
105	937
106	848
107	963
108	1523
109	846
110	1213
111	1552
112	1007
113	1596
114	1236
115	1012
116	1513
117	1135
118	1906
119	1422
120	1331
121	1934
122	1560
123	1789
124	1564
125	1509
126	1684
127	2030
128	2195
129	1858
130	1840
131	1905
132	2215
133	2929
134	2221
135	2488
136	2422
137	3342
138	4123
139	3189
140	4022
141	3557
142	5467
143	7664
144	5122
145	8397
146	7008
147	10104
148	15603
149	9310
150	14443
151	11935
152	15466
153	22396
154	11856
155	15578
156	14991
157	12174
158	17891
159	10453
160	8401
161	8488
162	6191
163	6173
164	3967
165	2811
166	2936
167	2740
168	1948
169	1628
170	1389
171	1536
172	1473
173	1011
174	932
175	900
176	942
177	798
178	657
179	561
180	533
181	653
182	460
183	414
184	358
185	362
186	471
187	325
188	295
189	267
190	261
191	250
192	251
193	195
194	207
195	169
196	236
197	162
198	164
199	160
200	154
201	141
202	164
203	129
204	123
205	111
206	108
207	105
208	107
209	105
210	102
211	122
212	82
213	95
214	75
215	63
216	89
217	64
218	78
219	55
220	76
221	77
222	68
223	62
224	58
225	85
226	68
227	27
228	48
229	61
230	62
231	47
232	38
233	49
234	60
235	58
236	55
237	49
238	32
239	42
240	76
241	43
242	54
243	47
244	63
245	56
246	57
247	57
248	46
249	49
250	33
251	27
252	18
253	27
254	25
255	271
