0	769
1	0
2	6
3	3
4	18
5	17
6	22
7	40
8	46
9	64
10	55
11	99
12	90
13	149
14	204
15	199
16	192
17	231
18	247
19	314
20	320
21	286
22	395
23	346
24	425
25	435
26	521
27	702
28	812
29	998
30	1130
31	1479
32	1327
33	1545
34	1398
35	1598
36	1428
37	1712
38	1950
39	2272
40	2550
41	2874
42	3020
43	3822
44	4684
45	5396
46	7177
47	11470
48	16860
49	25590
50	35543
51	42683
52	34286
53	23831
54	17988
55	15055
56	11399
57	8366
58	8073
59	7573
60	5558
61	4629
62	4475
63	4453
64	3327
65	3401
66	3144
67	3041
68	2660
69	2509
70	2381
71	2223
72	1995
73	1830
74	1856
75	1697
76	1396
77	1376
78	1413
79	1266
80	1163
81	1042
82	1042
83	885
84	820
85	706
86	741
87	676
88	732
89	650
90	555
91	448
92	447
93	502
94	1202
95	700
96	471
97	290
98	235
99	3060
100	1264
101	259
102	165
103	150
104	143
105	130
106	103
107	126
108	118
109	99
110	93
111	107
112	95
113	92
114	72
115	76
116	69
117	64
118	66
119	61
120	67
121	61
122	53
123	63
124	48
125	65
126	59
127	59
128	50
129	51
130	49
131	58
132	47
133	52
134	56
135	46
136	45
137	60
138	52
139	49
140	60
141	57
142	62
143	48
144	51
145	38
146	52
147	46
148	43
149	50
150	47
151	60
152	46
153	59
154	54
155	62
156	61
157	44
158	51
159	74
160	70
161	51
162	50
163	57
164	56
165	72
166	60
167	61
168	64
169	52
170	48
171	50
172	56
173	58
174	48
175	51
176	62
177	63
178	65
179	52
180	65
181	69
182	57
183	56
184	52
185	63
186	63
187	55
188	45
189	43
190	56
191	72
192	61
193	66
194	59
195	62
196	64
197	53
198	50
199	68
200	51
201	41
202	43
203	50
204	38
205	45
206	62
207	52
208	36
209	41
210	58
211	49
212	27
213	56
214	46
215	33
216	40
217	45
218	43
219	41
220	36
221	34
222	26
223	30
224	44
225	39
226	33
227	44
228	37
229	36
230	29
231	28
232	33
233	24
234	27
235	34
236	28
237	33
238	35
239	27
240	32
241	34
242	26
243	49
244	33
245	46
246	40
247	45
248	40
249	45
250	48
251	40
252	28
253	29
254	23
255	191
